Gene ID	Gene Name	'relapsing-remitting multiple sclerosis' vs 'normal' .foldChange	'relapsing-remitting multiple sclerosis' vs 'normal'.pValue
ENSG00000148660	CAMK2G	0.2	0.414489326116449
ENSG00000148672	GLUD1	-0.1	0.698332717639786
ENSG00000148688	RPP30	0.1	0.632689232918683
ENSG00000148690	FRA10AC1	-0.3	0.248883122842349
ENSG00000148700	ADD3	-0.8	0.0702536068068704
ENSG00000148719	DNAJB12	0.5	0.038579870175964
ENSG00000148730	EIF4EBP2	0.2	0.280422334498723
ENSG00000148737	TCF7L2	-0.6	0.103441311137431
ENSG00000148773	MKI67	0.1	0.733652328301509
ENSG00000148803	FUOM	1.0	0.0216406530340614
ENSG00000148824	MTG1	0.2	0.506242170843704
ENSG00000148832	PAOX	0.7	0.0422644753826801
ENSG00000148834	GSTO1	1.1	0.00534713347015636
ENSG00000148835	TAF5	-0.2	0.50173914989253
ENSG00000148840	PPRC1	-0.2	0.375853067258037
ENSG00000148841	ITPRIP	0.5	0.025024508905628
ENSG00000148842	CNNM2	0.7	0.0970482839147678
ENSG00000148843	PDCD11	-0.1	0.490123177338011
ENSG00000148848	ADAM12	-0.6	0.173736893513845
ENSG00000148908	RGS10	0.7	0.0197104395375646
ENSG00000148926	ADM	0.5	0.142523449623805
ENSG00000148943	LIN7C	-0.4	0.172087608906165
ENSG00000148950	IMMP1L	-0.4	0.249103706551323
ENSG00000148985	PGAP2	0.2	0.241382639578306
ENSG00000149016	TUT1	0.3	0.410237560454509
ENSG00000149084	HSD17B12	-0.3	0.389681834455101
ENSG00000149089	APIP	-0.2	0.533558747068561
ENSG00000149091	DGKZ	0.6	0.0830013807815863
ENSG00000149115	TNKS1BP1	-0.1	0.599619248641397
ENSG00000149131	SERPING1	0.5	0.44910712790815
ENSG00000149136	SSRP1	-0.2	0.204183385867315
ENSG00000149150	SLC43A1	0.1	0.612465975974404
ENSG00000149177	PTPRJ	-0.1	0.787630604978213
ENSG00000149179	C11orf49	0.2	0.50173914989253
ENSG00000149182	ARFGAP2	0.3	0.121150812232055
ENSG00000149187	CELF1	-0.2	0.194136243610171
ENSG00000149196	HIKESHI	0.3	0.241613131305797
ENSG00000149212	SESN3	-0.7	0.0435853800309571
ENSG00000149218	ENDOD1	-0.2	0.569338982141862
ENSG00000149231	CCDC82	-0.6	0.143888815620891
ENSG00000149257	SERPINH1	-0.2	0.385832555376883
ENSG00000149262	INTS4	0.2	0.339102086222366
ENSG00000149269	PAK1	0.6	0.00161245062817166
ENSG00000149273	RPS3	0.6	0.0636258880021093
ENSG00000149289	ZC3H12C	-0.3	0.57424732822373
ENSG00000149292	TTC12	-0.3	0.226767477498978
ENSG00000149294	NCAM1	-0.3	0.447974291713475
ENSG00000149308	NPAT	-0.6	0.0967212198020114
ENSG00000149311	ATM	-1.0	0.0158628380316782
ENSG00000149313	AASDHPPT	-0.6	0.111727104205105
ENSG00000149328	GLB1L2	-0.1	0.884383812028793
ENSG00000149346	SLX4IP	-0.4	0.252905910184455
ENSG00000149357	LAMTOR1	0.8	0.00836471647097342
ENSG00000149403	GRIK4	0.1	0.899905549444263
ENSG00000149428	HYOU1	-0.2	0.497493275286784
ENSG00000149474	KAT14	-0.1	0.847909805649966
ENSG00000149476	TKFC	0.3	0.302395377296657
ENSG00000149483	TMEM138	0.1	0.759563084439643
ENSG00000149485	FADS1	-0.2	0.530813070888143
ENSG00000149489	ROM1	0.6	0.214178099774149
ENSG00000149499	EML3	0.4	0.1635082354202
ENSG00000149503	INCENP	-0.4	0.205153119123023
ENSG00000149516	MS4A3	0.2	0.731135859471997
ENSG00000149534	MS4A2	-0.3	0.611188540187251
ENSG00000149541	B3GAT3	0.5	0.147806174223239
ENSG00000149547	EI24	-0.1	0.805509764913611
ENSG00000149548	CCDC15	-0.4	0.430878775162345
ENSG00000149554	CHEK1	-0.4	0.405051835458094
ENSG00000149557	FEZ1	-0.3	0.368461670627968
ENSG00000149564	ESAM	0.4	0.159426073169529
ENSG00000149571	KIRREL3	0.5	0.404975985940911
ENSG00000149573	MPZL2	-0.2	0.442484484339314
ENSG00000149577	SIDT2	0.3	0.258715748399715
ENSG00000149582	TMEM25	-0.3	0.14558928693505
ENSG00000149591	TAGLN	0.4	0.194479906805495
ENSG00000149600	COMMD7	0.3	0.360069402652879
ENSG00000149639	SOGA1	-0.5	0.131401744068895
ENSG00000149657	LSM14B	-0.2	0.267388065670733
ENSG00000149658	YTHDF1	-0.1	0.729200898479322
ENSG00000149679	CABLES2	0.3	0.178728306822434
ENSG00000149716	LTO1	-0.4	0.0416411225045788
ENSG00000149743	TRPT1	0.5	0.117808050019644
ENSG00000149761	NUDT22	0.7	0.0543756588934436
ENSG00000149781	FERMT3	0.5	0.05065861840905
ENSG00000149782	PLCB3	0.2	0.268743580638631
ENSG00000149792	MRPL49	0.1	0.355087735988156
ENSG00000149806	FAU	1.4	0.00243201814268512
ENSG00000149809	TM7SF2	0.1	0.82092546832659
ENSG00000149823	VPS51	0.5	0.160345681602015
ENSG00000149922	TBX6	0.6	0.15366782910847
ENSG00000149923	PPP4C	1.0	0.00882213655368532
ENSG00000149925	ALDOA	0.9	0.0108827299370929
ENSG00000149929	HIRIP3	0.1	0.593174366592391
ENSG00000149930	TAOK2	0.3	0.138453526865349
ENSG00000149932	TMEM219	0.8	0.0213517054619944
ENSG00000149970	CNKSR2	-0.6	0.133727916026589
ENSG00000150045	KLRF1	-0.1	0.757629299090379
ENSG00000150048	CLEC1A	0.5	0.13801463537519
ENSG00000150054	MPP7	-0.5	0.107800992502596
ENSG00000150093	ITGB1	-0.6	0.206471448421842
ENSG00000150316	CWC15	0.3	0.276794165863355
ENSG00000150337	FCGR1A	0.5	0.365745862837402
ENSG00000150347	ARID5B	-0.6	0.0762319947582658
ENSG00000150401	DCUN1D2	-0.2	0.504679921557337
ENSG00000150403	TMCO3	-0.2	0.534057484061251
ENSG00000150433	TMEM218	0.2	0.326913653808129
ENSG00000150455	TIRAP	-0.4	0.246139446821215
ENSG00000150456	EEF1AKMT1	0.2	0.71840117300474
ENSG00000150457	LATS2	-0.4	0.259955727342585
ENSG00000150459	SAP18	0.2	0.375984840270339
ENSG00000150477	KIAA1328	-0.4	0.136728461413237
ENSG00000150527	MIA2	0.2	0.409566475918306
ENSG00000150540	HNMT	0.4	0.246139446821215
ENSG00000150593	PDCD4	-0.3	0.287923343126746
ENSG00000150594	ADRA2A	0.4	0.461348215265944
ENSG00000150625	GPM6A	-0.3	0.653277029692094
ENSG00000150636	CCDC102B	0.1	0.921593056098369
ENSG00000150637	CD226	-0.5	0.1486466704171
ENSG00000150681	RGS18	-0.2	0.683130819747487
ENSG00000150687	PRSS23	-0.1	0.905530176138613
ENSG00000150712	MTMR12	-0.4	0.198806216717751
ENSG00000150753	CCT5	0.4	0.0620020024807995
ENSG00000150756	ATPSCKMT	-0.2	0.63524315121883
ENSG00000150760	DOCK1	0.3	0.62109862974078
ENSG00000150764	DIXDC1	-1.1	0.0339758293907876
ENSG00000150768	DLAT	-0.3	0.375984840270339
ENSG00000150776	NKAPD1	0.1	0.800174098061933
ENSG00000150779	TIMM8B	0.5	0.227593280138057
ENSG00000150782	IL18	0.7	0.0630045297635598
ENSG00000150907	FOXO1	-0.8	0.0316588769876908
ENSG00000150938	CRIM1	-0.8	0.0151129893952471
ENSG00000150961	SEC24D	-0.1	0.750323520714612
ENSG00000150967	ABCB9	0.6	0.155832790228312
ENSG00000150977	RILPL2	0.5	0.0105543114925084
ENSG00000150991	UBC	1.1	0.00243201814268512
ENSG00000150995	ITPR1	-0.9	0.00598156108612348
ENSG00000151012	SLC7A11	-0.6	0.255733267753677
ENSG00000151014	NOCT	0.8	0.0988708403664906
ENSG00000151023	ENKUR	0.2	0.644970822229574
ENSG00000151062	CACNA2D4	0.3	0.235985947223978
ENSG00000151092	NGLY1	-0.2	0.439941674512907
ENSG00000151093	OXSM	-0.3	0.351504858072965
ENSG00000151116	UEVLD	-0.3	0.386243588542391
ENSG00000151117	TMEM86A	0.4	0.390280155608179
ENSG00000151131	C12orf45	-0.1	0.799257236547435
ENSG00000151135	TMEM263	-0.8	0.0383213264422766
ENSG00000151136	BTBD11	0.1	0.670164202397695
ENSG00000151148	UBE3B	-0.2	0.190276555413612
ENSG00000151150	ANK3	-0.7	0.0499435791783952
ENSG00000151151	IPMK	-0.9	0.0546003746859167
ENSG00000151164	RAD9B	-0.7	0.18074419091702
ENSG00000151176	PLBD2	0.1	0.65614513528767
ENSG00000151208	DLG5	-0.5	0.192005563816722
ENSG00000151229	SLC2A13	-0.5	0.252772295448736
ENSG00000151233	GXYLT1	-0.6	0.140836820221995
ENSG00000151239	TWF1	-0.7	0.104133276358224
ENSG00000151240	DIP2C	-0.5	0.193629299079786
ENSG00000151247	EIF4E	-0.1	0.830680200106852
ENSG00000151287	TEX30	-0.1	0.824828480100278
ENSG00000151292	CSNK1G3	-0.7	0.138454951768127
ENSG00000151304	SRFBP1	-0.1	0.79435561623392
ENSG00000151320	AKAP6	-0.7	0.154863387911426
ENSG00000151327	FAM177A1	0.1	0.661914465274395
ENSG00000151332	MBIP	-0.2	0.670468213562292
ENSG00000151348	EXT2	-0.3	0.311683658820247
ENSG00000151353	TMEM18	-0.1	0.551458326141721
ENSG00000151366	NDUFC2	0.2	0.599412938794865
ENSG00000151376	ME3	-0.1	0.919318894186339
ENSG00000151413	NUBPL	-0.8	0.0516920102187677
ENSG00000151414	NEK7	-0.9	0.0454507940517137
ENSG00000151422	FER	-0.5	0.221689779238553
ENSG00000151445	VIPAS39	0.3	0.125787434675669
ENSG00000151458	ANKRD50	-0.5	0.188975182636272
ENSG00000151461	UPF2	-0.2	0.414311346532179
ENSG00000151465	CDC123	0.8	0.0181398122113878
ENSG00000151466	SCLT1	0.3	0.230876410051013
ENSG00000151470	C4orf33	-0.1	0.784866180607387
ENSG00000151474	FRMD4A	-0.4	0.185513237155223
ENSG00000151490	PTPRO	-0.5	0.344346816944458
ENSG00000151491	EPS8	-0.3	0.579705405240642
ENSG00000151498	ACAD8	-0.2	0.409624061376536
ENSG00000151500	THYN1	0.2	0.450961097043469
ENSG00000151502	VPS26B	0.3	0.0258473887990055
ENSG00000151503	NCAPD3	-0.4	0.101765987242994
ENSG00000151532	VTI1A	0.1	0.73572248125896
ENSG00000151553	FAM160B1	-0.6	0.0987068934386744
ENSG00000151576	QTRT2	-0.3	0.230409312913231
ENSG00000151611	MMAA	-0.2	0.508901401509594
ENSG00000151612	ZNF827	-0.8	0.0174183368978241
ENSG00000151623	NR3C2	-0.9	6.0670830675656E-4
ENSG00000151640	DPYSL4	0.5	0.39731239516459
ENSG00000151650	VENTX	0.6	0.0221684407519488
ENSG00000151651	ADAM8	0.4	0.198801762178227
ENSG00000151655	ITIH2	0.3	0.497948480642154
ENSG00000151657	KIN	-0.1	0.729482234894353
ENSG00000151665	PIGF	-0.3	0.297574521102627
ENSG00000151687	ANKAR	-0.7	0.0896242821111266
ENSG00000151689	INPP1	0.1	0.749311011150636
ENSG00000151690	MFSD6	-0.8	0.0197423335558636
ENSG00000151692	RNF144A	-0.3	0.248373572658553
ENSG00000151693	ASAP2	-0.5	0.333550197599659
ENSG00000151694	ADAM17	-0.3	0.265520798615451
ENSG00000151702	FLI1	-0.3	0.348675216652506
ENSG00000151718	WWC2	-1.1	0.0150478875737379
ENSG00000151725	CENPU	-0.3	0.523753051355193
ENSG00000151726	ACSL1	0.1	0.761066135766883
ENSG00000151729	SLC25A4	-0.3	0.222397797133561
ENSG00000151743	AMN1	-0.2	0.403294440985271
ENSG00000151746	BICD1	-0.8	0.0156726346963412
ENSG00000151748	SAV1	-0.6	0.0388606520404408
ENSG00000151773	CCDC122	-0.6	0.326336569373241
ENSG00000151806	GUF1	-0.1	0.777919968182388
ENSG00000151835	SACS	-1.0	0.0241407950270025
ENSG00000151849	CENPJ	-0.5	0.160920777951378
ENSG00000151876	FBXO4	-0.1	0.760037498036335
ENSG00000151881	TMEM267	-0.8	0.0822625884052102
ENSG00000151882	CCL28	-0.4	0.153272253344175
ENSG00000151883	PARP8	-0.2	0.522421592829834
ENSG00000151893	CACUL1	-0.1	0.704441700993368
ENSG00000151914	DST	-0.7	0.0723500460243685
ENSG00000151923	TIAL1	-0.3	0.177828537944904
ENSG00000151929	BAG3	-0.6	0.0364965303503142
ENSG00000151948	GLT1D1	0.7	0.0255167098605693
ENSG00000151952	TMEM132D	-0.3	0.592234651152174
ENSG00000152056	AP1S3	-0.2	0.634293463296428
ENSG00000152061	RABGAP1L	-0.1	0.666384115933078
ENSG00000152078	TLCD4	-0.3	0.559144006098085
ENSG00000152082	MZT2B	1.2	0.0130268017525472
ENSG00000152102	FAM168B	-0.3	0.119288102949001
ENSG00000152117	SMPD4BP	0.1	0.687095583837304
ENSG00000152127	MGAT5	-0.3	0.0885014727409292
ENSG00000152128	TMEM163	-0.2	0.755982677470743
ENSG00000152133	GPATCH11	-0.7	0.0339758293907876
ENSG00000152147	GEMIN6	0.1	0.731593306270207
ENSG00000152193	OBI1	-0.5	0.285125177969015
ENSG00000152207	CYSLTR2	-0.1	0.853091853361137
ENSG00000152213	ARL11	0.6	0.00830097230455568
ENSG00000152217	SETBP1	-0.6	0.0814513900660248
ENSG00000152219	ARL14EP	-0.3	0.427502500113604
ENSG00000152223	EPG5	-0.4	0.206848625030039
ENSG00000152229	PSTPIP2	-0.1	0.808957072717102
ENSG00000152234	ATP5F1A	0.2	0.192970450480609
ENSG00000152240	HAUS1	0.2	0.718362914495993
ENSG00000152242	C18orf25	-0.3	0.358236858681599
ENSG00000152256	PDK1	-0.5	0.107712003896502
ENSG00000152270	PDE3B	-0.8	0.0323462549812359
ENSG00000152284	TCF7L1	0.6	0.0818950209642794
ENSG00000152291	TGOLN2	-0.1	0.586173824120719
ENSG00000152315	KCNK13	0.3	0.561561501189917
ENSG00000152332	UHMK1	-0.7	0.067563098854004
ENSG00000152348	ATG10	-0.3	0.555972824275494
ENSG00000152377	SPOCK1	-0.2	0.63524315121883
ENSG00000152380	FAM151B	0.2	0.686968467096908
ENSG00000152382	TADA1	-0.4	0.219887487490313
ENSG00000152404	CWF19L2	-0.1	0.642430053256051
ENSG00000152409	JMY	-0.8	0.0259111071073232
ENSG00000152422	XRCC4	0.4	0.369485845769889
ENSG00000152433	ZNF547	0.5	0.227696788821324
ENSG00000152439	ZNF773	-0.2	0.417264029458004
ENSG00000152443	ZNF776	-0.4	0.176079365259539
ENSG00000152454	ZNF256	-0.2	0.571160053682217
ENSG00000152455	SUV39H2	-1.0	0.0279837425649028
ENSG00000152457	DCLRE1C	-0.1	0.47069447123229
ENSG00000152464	RPP38	0.1	0.541155909607669
ENSG00000152465	NMT2	-0.4	0.0504271014674047
ENSG00000152475	ZNF837	0.2	0.666384115933078
ENSG00000152484	USP12	-0.5	0.144074946336122
ENSG00000152492	CCDC50	-0.4	0.199698759107689
ENSG00000152495	CAMK4	-1.1	0.00757663658667016
ENSG00000152503	TRIM36	-0.6	0.246057002643723
ENSG00000152518	ZFP36L2	-0.7	0.0431283126576343
ENSG00000152520	PAN3	-0.5	0.160664089304567
ENSG00000152556	PFKM	-0.1	0.807386610068848
ENSG00000152558	TMEM123	-0.2	0.670848440073095
ENSG00000152582	SPEF2	-1.0	0.00882916693795551
ENSG00000152601	MBNL1	-0.8	0.0360709421928963
ENSG00000152620	NADK2	-0.5	0.151343779862365
ENSG00000152642	GPD1L	-0.5	0.0814938382629864
ENSG00000152672	CLEC4F	0.1	0.925862860147544
ENSG00000152683	SLC30A6	-0.3	0.221824360426033
ENSG00000152684	PELO	0.8	5.53713847144236E-4
ENSG00000152689	RASGRP3	-0.3	0.430683121771362
ENSG00000152700	SAR1B	-0.4	0.190448864842391
ENSG00000152749	GPR180	-0.7	0.192537838606568
ENSG00000152766	ANKRD22	0.6	0.262231020643211
ENSG00000152767	FARP1	-0.5	0.153938270077698
ENSG00000152778	IFIT5	0.5	0.199952274033516
ENSG00000152782	PANK1	-0.5	0.345903089689401
ENSG00000152784	PRDM8	-0.3	0.354431430486711
ENSG00000152795	HNRNPDL	-0.7	0.0242269840738296
ENSG00000152818	UTRN	-0.6	0.0783857042069911
ENSG00000152894	PTPRK	-0.8	0.0546588967429086
ENSG00000152904	GGPS1	0.2	0.536051891525082
ENSG00000152926	ZNF117	-0.5	0.210780275127405
ENSG00000152942	RAD17	-0.2	0.526917910951624
ENSG00000152944	MED21	0.1	0.875987439638218
ENSG00000152953	STK32B	0.3	0.592543997346588
ENSG00000152969	JAKMIP1	-0.2	0.676618294914155
ENSG00000152990	ADGRA3	-0.9	0.0736407014379377
ENSG00000153006	SREK1IP1	-0.4	0.282626467892446
ENSG00000153015	CWC27	0.1	0.82876230407416
ENSG00000153044	CENPH	-0.1	0.853880220709834
ENSG00000153046	CDYL	-0.4	0.266118260482378
ENSG00000153048	CARHSP1	0.7	0.0833357985419572
ENSG00000153064	BANK1	-0.6	0.101521119265259
ENSG00000153066	TXNDC11	0.2	0.197160065648607
ENSG00000153071	DAB2	-0.1	0.872985963034404
ENSG00000153094	BCL2L11	-0.2	0.366697645281368
ENSG00000153107	ANAPC1	-0.5	0.117457766262009
ENSG00000153113	CAST	-0.1	0.778092849929862
ENSG00000153130	SCOC	-0.4	0.394445580965344
ENSG00000153147	SMARCA5	-0.4	0.302110549556219
ENSG00000153157	SYCP2L	-0.2	0.775082440785465
ENSG00000153162	BMP6	-0.3	0.535102267968895
ENSG00000153179	RASSF3	-0.2	0.528724469178947
ENSG00000153187	HNRNPU	-0.2	0.327059980973824
ENSG00000153201	RANBP2	-0.5	0.2435394065823
ENSG00000153207	AHCTF1	-0.3	0.431040130115786
ENSG00000153208	MERTK	-0.1	0.851989651408857
ENSG00000153214	TMEM87B	-0.6	0.111247872892779
ENSG00000153234	NR4A2	0.4	0.352013999890072
ENSG00000153250	RBMS1	-0.5	0.136479455308482
ENSG00000153253	SCN3A	-0.1	0.841452702959117
ENSG00000153283	CD96	-0.4	0.184460495362571
ENSG00000153310	CYRIB	0.2	0.268825781199398
ENSG00000153339	TRAPPC8	-0.4	0.287284756403873
ENSG00000153363	LINC00467	0.1	0.869847002270334
ENSG00000153391	INO80C	0.4	0.136000349017722
ENSG00000153395	LPCAT1	0.1	0.626947570589476
ENSG00000153406	NMRAL1	0.6	0.037645217268386
ENSG00000153443	UBALD1	0.9	0.0288114995802543
ENSG00000153485	TMEM251	0.1	0.830144514300531
ENSG00000153487	ING1	-0.1	0.623455339918905
ENSG00000153531	ADPRHL1	0.6	0.170153119890932
ENSG00000153551	CMTM7	0.4	0.0945348480665329
ENSG00000153558	FBXL2	-0.4	0.446001881455398
ENSG00000153560	UBP1	-0.6	0.0542604345340436
ENSG00000153561	RMND5A	-0.3	0.418236275466202
ENSG00000153563	CD8A	-0.2	0.605518162179583
ENSG00000153574	RPIA	-0.2	0.389681834455101
ENSG00000153767	GTF2E1	-0.1	0.882356089809571
ENSG00000153774	CFDP1	0.4	0.239584579539353
ENSG00000153786	ZDHHC7	0.1	0.427814318770427
ENSG00000153790	C7orf31	-0.4	0.136482441518424
ENSG00000153814	JAZF1	-0.2	0.328454086263942
ENSG00000153815	CMIP	-0.1	0.819740095568962
ENSG00000153823	PID1	0.1	0.880278235905593
ENSG00000153827	TRIP12	-0.2	0.626425984209099
ENSG00000153879	CEBPG	-0.1	0.729419441544679
ENSG00000153885	KCTD15	0.2	0.578746447384028
ENSG00000153896	ZNF599	-0.8	0.00678821190134432
ENSG00000153898	MCOLN2	-0.5	0.244493773616958
ENSG00000153902	LGI4	0.6	0.202728404474602
ENSG00000153914	SREK1	-0.8	0.0628286287922263
ENSG00000153922	CHD1	-0.6	0.14472590093242
ENSG00000153933	DGKE	-0.8	0.00123296948686034
ENSG00000153936	HS2ST1	-0.3	0.408382324085917
ENSG00000153944	MSI2	-0.7	0.00751871368744522
ENSG00000153975	ZUP1	-0.2	0.675612881398675
ENSG00000153982	GDPD1	-0.1	0.781773681265668
ENSG00000153989	NUS1	-0.8	0.046960855764619
ENSG00000154001	PPP2R5E	-0.4	0.193206994054235
ENSG00000154016	GRAP	0.5	0.212090282901588
ENSG00000154025	SLC5A10	-0.1	0.817971618535915
ENSG00000154027	AK5	-0.3	0.421480981059147
ENSG00000154059	IMPACT	-0.4	0.230204154737229
ENSG00000154079	SDHAF4	0.1	0.82240870750955
ENSG00000154102	C16orf74	0.8	0.053467599714124
ENSG00000154114	TBCEL	-0.5	0.310437132673935
ENSG00000154122	ANKH	-0.1	0.76390164602783
ENSG00000154124	OTULIN	-0.4	0.106419300118832
ENSG00000154127	UBASH3B	-0.5	0.0967301562911919
ENSG00000154144	TBRG1	-0.1	0.762343151924059
ENSG00000154146	NRGN	1.2	0.00785699419598417
ENSG00000154153	RETREG1	-0.5	0.0537714063018962
ENSG00000154165	GPR15	-0.3	0.591067578274105
ENSG00000154174	TOMM70	-0.3	0.301413500413639
ENSG00000154217	PITPNC1	0.1	0.44084714956204
ENSG00000154229	PRKCA	-0.8	0.0184245282767441
ENSG00000154237	LRRK1	0.3	0.192885130147535
ENSG00000154263	ABCA10	-0.2	0.691346246900541
ENSG00000154265	ABCA5	-1.1	0.0108902415119166
ENSG00000154269	ENPP3	-0.5	0.392533729678495
ENSG00000154274	C4orf19	0.3	0.53256468458817
ENSG00000154310	TNIK	-0.6	0.0850252378213128
ENSG00000154319	FAM167A	-0.8	0.134126466035801
ENSG00000154328	NEIL2	-0.1	0.708226724130787
ENSG00000154330	PGM5	0.6	0.202852110115413
ENSG00000154358	OBSCN	-0.2	0.54548512625992
ENSG00000154359	LONRF1	-0.5	0.165939890657139
ENSG00000154370	TRIM11	0.5	0.0641449936708223
ENSG00000154429	CCSAP	-0.7	0.0846095021602327
ENSG00000154447	SH3RF1	-0.8	0.149158265146617
ENSG00000154451	GBP5	-0.1	0.851565964569641
ENSG00000154473	BUB3	-0.3	0.196868990854116
ENSG00000154511	DIPK1A	-0.4	0.24304057872596
ENSG00000154518	ATP5MC3	0.4	0.131267200314341
ENSG00000154582	ELOC	0.5	0.0830639190992282
ENSG00000154589	LY96	1.1	0.00541384822094013
ENSG00000154640	BTG3	-0.1	0.912239919229396
ENSG00000154642	C21orf91	-0.7	0.0475977027420133
ENSG00000154655	L3MBTL4	-0.6	0.150127773357699
ENSG00000154719	MRPL39	0.1	0.921883209158699
ENSG00000154721	JAM2	-0.4	0.450251194670036
ENSG00000154723	ATP5PF	0.6	0.0933608724056538
ENSG00000154727	GABPA	-0.9	0.0281509435791913
ENSG00000154734	ADAMTS1	-1.2	0.017005458119912
ENSG00000154736	ADAMTS5	-0.1	0.855578065400149
ENSG00000154743	TSEN2	-0.2	0.414489326116449
ENSG00000154760	SLFN13	-0.4	0.111569711123648
ENSG00000154764	WNT7A	-0.4	0.319590866394955
ENSG00000154767	XPC	-0.2	0.478045162263321
ENSG00000154781	CCDC174	0.4	0.0485663991858142
ENSG00000154803	FLCN	-0.3	0.184029820869259
ENSG00000154813	DPH3	0.3	0.220639401076156
ENSG00000154814	OXNAD1	-0.5	0.079963360639405
ENSG00000154822	PLCL2	-0.3	0.395369809026952
ENSG00000154832	CXXC1	0.4	0.120382524677314
ENSG00000154845	PPP4R1	-0.1	0.898745628484353
ENSG00000154889	MPPE1	0.2	0.437350142301546
ENSG00000154917	RAB6B	0.1	0.906682230421971
ENSG00000154928	EPHB1	0.6	0.0372330087859213
ENSG00000154930	ACSS1	-0.1	0.440236387270068
ENSG00000154945	ANKRD40	-0.7	0.0431283126576343
ENSG00000154957	ZNF18	0.4	0.0361368287900206
ENSG00000155008	APOOL	-0.6	0.0793414563543769
ENSG00000155016	CYP2U1	-0.5	0.0686692321103431
ENSG00000155034	FBXL18	0.1	0.605445339658298
ENSG00000155085	AK9	-0.4	0.190892635353147
ENSG00000155090	KLF10	-0.3	0.480854520763796
ENSG00000155093	PTPRN2	1.1	0.0217237967409041
ENSG00000155096	AZIN1	-0.5	0.147806174223239
ENSG00000155099	PIP4P2	-0.1	0.777835784487281
ENSG00000155100	OTUD6B	-0.8	0.0972555012946291
ENSG00000155111	CDK19	-0.3	0.303198485192736
ENSG00000155115	GTF3C6	0.3	0.193227523122056
ENSG00000155158	TTC39B	-0.8	0.00747995290147072
ENSG00000155189	AGPAT5	-0.5	0.192174292825734
ENSG00000155252	PI4K2A	0.2	0.439066749316641
ENSG00000155254	MARVELD1	0.2	0.42504637271399
ENSG00000155256	ZFYVE27	0.5	0.044950631286847
ENSG00000155265	GOLGA7B	-0.2	0.432982369350354
ENSG00000155275	TRMT44	0.1	0.485335430112921
ENSG00000155287	SLC25A28	0.5	0.0729846294293109
ENSG00000155304	HSPA13	-0.7	0.134576075710761
ENSG00000155307	SAMSN1	0.1	0.735294984570205
ENSG00000155313	USP25	-0.3	0.383029389302071
ENSG00000155324	GRAMD2B	-0.5	0.235371277185789
ENSG00000155329	ZCCHC10	-0.3	0.554370968546291
ENSG00000155330	C16orf87	-0.6	0.0928422425087843
ENSG00000155363	MOV10	0.5	0.185109686889303
ENSG00000155366	RHOC	0.8	0.0418093755477909
ENSG00000155367	PPM1J	0.3	0.597418736647885
ENSG00000155368	DBI	0.4	0.206013907039199
ENSG00000155380	SLC16A1	-0.3	0.517730052610501
ENSG00000155393	HEATR3	-0.1	0.767734021153783
ENSG00000155438	NIFK	0.3	0.384359517928111
ENSG00000155463	OXA1L	0.3	0.132861267426435
ENSG00000155465	SLC7A7	0.4	0.107213239950265
ENSG00000155506	LARP1	-0.6	0.0607576312806638
ENSG00000155508	CNOT8	-0.3	0.420534396418025
ENSG00000155542	SETD9	-0.6	0.262000266369617
ENSG00000155545	MIER3	-0.8	0.0673027887369547
ENSG00000155561	NUP205	-0.5	0.109693297330959
ENSG00000155592	ZKSCAN2	-0.4	0.38736021869084
ENSG00000155621	C9orf85	-0.1	0.826460601275267
ENSG00000155629	PIK3AP1	-0.2	0.674602615714973
ENSG00000155636	RBM45	-0.4	0.206088605098076
ENSG00000155657	TTN	-0.8	0.0173456368219913
ENSG00000155659	VSIG4	0.7	0.141979345375055
ENSG00000155660	PDIA4	-0.1	0.777075737382064
ENSG00000155666	KDM8	0.1	0.864451245366925
ENSG00000155729	KCTD18	-0.3	0.484785782156909
ENSG00000155744	FAM126B	-0.5	0.205996190013818
ENSG00000155749	FLACC1	-0.4	0.286068938334246
ENSG00000155755	TMEM237	-0.6	0.252523127878664
ENSG00000155792	DEPTOR	0.1	0.887337294965887
ENSG00000155827	RNF20	-0.2	0.590230349323263
ENSG00000155846	PPARGC1B	-0.8	0.0107472546124321
ENSG00000155849	ELMO1	0.1	0.604216900240866
ENSG00000155850	SLC26A2	-0.9	0.0331309115783052
ENSG00000155858	LSM11	-0.5	0.140239886430626
ENSG00000155868	MED7	-0.4	0.254638402791776
ENSG00000155876	RRAGA	0.3	0.0532806320218611
ENSG00000155893	PXYLP1	-1.1	0.00793959414702607
ENSG00000155903	RASA2	-0.8	0.060238075444148
ENSG00000155906	RMND1	0.2	0.463706880136043
ENSG00000155926	SLA	0.1	0.739737151659955
ENSG00000155957	TMBIM4	-0.1	0.864372907170866
ENSG00000155959	VBP1	0.2	0.542791082149952
ENSG00000155961	RAB39B	-0.6	0.0797929792767101
ENSG00000155962	CLIC2	0.7	0.0580060881127487
ENSG00000155966	AFF2	0.2	0.681945939452602
ENSG00000155974	GRIP1	-0.7	0.166306648416093
ENSG00000155975	VPS37A	-0.1	0.720828839010807
ENSG00000155980	KIF5A	-0.8	0.0519206332817168
ENSG00000156017	CARNMT1	-0.7	0.145625228918312
ENSG00000156030	MIDEAS	-0.8	0.0236391137388787
ENSG00000156042	CFAP70	-0.7	0.0792837327067756
ENSG00000156052	GNAQ	-0.2	0.482883330865478
